"year","last_name, first_name","player_id","pitch_hand","api_pitch_type","n_pitches","release_speed","spin_rate","movement_inches","alan_active_spin_pct","active_spin","hawkeye_measured","movement_inferred","api_pitch_name","active_spin_formatted","hawkeye_measured_clock_minutes","movement_inferred_clock_minutes","diff_measured_inferred","diff2","diff_measured_inferred_minutes","hawkeye_measured_clock_hh","hawkeye_measured_clock_mm","movement_inferred_clock_hh","movement_inferred_clock_mm","diff_clock_hh","diff_clock_mm","hawkeye_measured_clock_label","movement_inferred_clock_label","diff_clock_label"
,"Ober, Bailey","641927","R","CH","651","83.7","2083","18.5",0.8833813150963922,0.9941495879140982,109.36510577855388,101.86406059581324,"Changeup","99","135","150",7.50104518274064,7.501045182740653,"-15",2,15,2,30,0,15,"2:15","2:30","-0H 15M"
,"Snell, Blake","605483","L","CH","580","86.7","1794","16.7",0.8391160974846745,0.9847304793453198,225.3243460664408,234.06595697141256,"Changeup","98","630","615",-8.741610904971765,8.741610904971743,"15",10,30,10,15,0,15,"10:30","10:15","+0H 15M"
,"Elder, Bryce","693821","R","CH","373","85","2068","12.1",0.5863072471415637,0.6547510577713975,140.4238639625678,100.02273926318345,"Changeup","65","75","165",40.40112469938434,40.40112469938434,"-90",1,15,2,45,1,30,"1:15","2:45","-1H 30M"
,"Ragans, Cole","666142","L","CH","365","86.6","2056","19",0.910794041580601,0.9941417284273231,238.009087926679,239.85571585369084,"Changeup","99","600","600",-1.8466279270118378,1.846627927011802,"0",10,0,10,0,0,0,"10:00","10:00"," 0H 00M"
,"Kremer, Dean","665152","R","CH","353","85.3","1714","16.8",0.8560676888689651,0.9505802166833424,113.85889796467131,102.14801732167444,"Changeup","95","135","150",11.71088064299687,11.71088064299688,"-15",2,15,2,30,0,15,"2:15","2:30","-0H 15M"
,"France, J.P.","641585","R","CH","331","81.8","1867","18.1",0.8702967331690492,0.9860985804632845,127.75139176421109,117.94139053439959,"Changeup","99","105","120",9.810001229811505,9.81000122981149,"-15",1,45,2,0,0,15,"1:45","2:00","-0H 15M"
,"Brito, Jhony","666745","R","CH","419","88.8","1673","18.1",0.9443674304751765,0.9853195440225456,122.90774250748996,109.88788995943369,"Changeup","99","120","135",13.019852548056264,13.019852548056267,"-15",2,0,2,15,0,15,"2:00","2:15","-0H 15M"
,"Gibson, Kyle","502043","R","CH","471","85.5","1677","15",0.7729473320045878,0.7919810619695067,136.94669126588903,100.97627922762905,"Changeup","79","90","165",35.97041203825998,35.97041203825999,"-75",1,30,2,45,1,15,"1:30","2:45","-1H 15M"
,"Weaver, Luke","596133","R","CH","435","86.1","1717","15.8",0.8203957187585723,0.7643726092574699,143.68409874807287,116.90532701616809,"Changeup","76","75","120",26.778771731904783,26.778771731904783,"-45",1,15,2,0,0,45,"1:15","2:00","-0H 45M"
,"Matz, Steven","571927","L","CH","485","84.1","2306","14.4",0.6596885836482368,0.8324289745924361,268.63105049921637,274.0981599160071,"Changeup","83","540","525",-5.46710941679072,5.467109416790734,"15",9,0,8,45,0,15,"9:00","8:45","+0H 15M"
,"Wells, Tyler","669330","R","CH","348","85.4","2257","20.3",0.9116862886854437,0.9425331797424913,146.1314715869191,126.66451522117453,"Changeup","94","75","105",19.46695636574458,19.46695636574457,"-30",1,15,1,45,0,30,"1:15","1:45","-0H 30M"
,"Davies, Zach","605200","R","CH","364","80.7","1769","16.5",0.8311796436010583,0.993965793184533,113.39150286523511,109.07394430793485,"Changeup","99","135","135",4.317558557300259,4.31755855730025,"0",2,15,2,15,0,0,"2:15","2:15"," 0H 00M"
,"Bello, Brayan","678394","R","CH","626","86.2","1771","17.4",0.8724659521037595,0.9926656298206193,106.86066033876746,94.62705853234577,"Changeup","99","150","165",12.233601806421689,12.233601806421694,"-15",2,30,2,45,0,15,"2:30","2:45","-0H 15M"
,"Dunning, Dane","641540","R","CH","415","85.7","1776","18.1",0.9192268463474635,0.9833248018025084,113.53719055100215,101.27196317836692,"Changeup","98","135","150",12.265227372635238,12.265227372635227,"-15",2,15,2,30,0,15,"2:15","2:30","-0H 15M"
,"Moran, Jovani","663558","L","CH","342","83.2","1692","16",0.8267652415266037,0.8694392815807062,217.66279671704683,244.26280968091214,"Changeup","87","645","585",-26.60001296386531,26.60001296386531,"60",10,45,9,45,1,0,"10:45","9:45","+1H 00M"
,"Scherzer, Max","453286","R","CH","341","83.8","1366","15.3",0.8786914381531902,0.9908815930998846,108.42138299033012,94.73632684688445,"Changeup","99","150","165",13.685056143445664,13.685056143445653,"-15",2,30,2,45,0,15,"2:30","2:45","-0H 15M"
,"López, Pablo","641154","R","CH","620","88.3","2067","17.9",0.8676842466041015,0.8697125402189534,128.2813398766499,104.59857228904725,"Changeup","87","105","150",23.68276758760264,23.68276758760262,"-45",1,45,2,30,0,45,"1:45","2:30","-0H 45M"
,"Sears, JP","676664","L","CH","429","84.1","1715","17.7",0.8969962170187261,0.9897995729791144,257.29787761860564,264.75235915705287,"Changeup","99","570","555",-7.454481538447226,7.454481538447223,"15",9,30,9,15,0,15,"9:30","9:15","+0H 15M"
,"Bibee, Tanner","676440","R","CH","376","83.8","2046","18.6",0.879877041325963,0.9696273817139994,142.76308404732262,131.00030608323266,"Changeup","97","75","105",11.762777964089963,11.762777964089954,"-30",1,15,1,45,0,30,"1:15","1:45","-0H 30M"
,"Kahnle, Tommy","592454","R","CH","502","88.8","1334","13.6",0.8153394419183517,0.9868702641608448,109.27271858929481,93.9944670441487,"Changeup","99","135","165",15.278251545146105,15.278251545146102,"-30",2,15,2,45,0,30,"2:15","2:45","-0H 30M"
,"Greinke, Zack","425844","R","CH","355","86.5","1759","14.4",0.7506078023090555,0.8610374656594729,128.08065443864012,101.24455439408426,"Changeup","86","105","165",26.836100044555863,26.836100044555867,"-60",1,45,2,45,1,0,"1:45","2:45","-1H 00M"
,"Heaney, Andrew","571760","L","CH","434","84","2117","19.1",0.8832512418676105,0.9932495683697714,250.04536509349686,256.6852191021371,"Changeup","99","585","570",-6.63985400864027,6.639854008640296,"15",9,45,9,30,0,15,"9:45","9:30","+0H 15M"
,"Gomber, Austin","596295","L","CH","388","81.6","1642","13.7",0.7797246483132454,0.9750302575670405,237.83245900845267,227.2043647161185,"Changeup","98","600","630",10.628094292334168,10.628094292334115,"-30",10,0,10,30,0,30,"10:00","10:30","-0H 30M"
,"Burnes, Corbin","669203","R","CH","329","89.3","2050","15.8",0.7751787735856548,0.7249262951744095,144.34020652099014,112.69016152253755,"Changeup","72","75","135",31.650044998452586,31.6500449984526,"-60",1,15,2,15,1,0,"1:15","2:15","-1H 00M"
,"Waldichuk, Ken","686610","L","CH","421","84.2","1618","17.2",0.8910574566535834,0.984884993528122,247.7482724607583,256.52576502404946,"Changeup","98","585","570",-8.777492563291162,8.777492563291165,"15",9,45,9,30,0,15,"9:45","9:30","+0H 15M"
,"Giolito, Lucas","608337","R","CH","887","80.9","1547","16.6",0.8787782170773105,0.9800491494719257,136.32088143534463,125.96097444383601,"Changeup","98","90","105",10.359906991508623,10.359906991508614,"-15",1,30,1,45,0,15,"1:30","1:45","-0H 15M"
,"Castillo, Luis","622491","R","CH","486","88.3","1907","18.7",0.9150761495359954,0.9180755827409628,109.68998189095026,89.72863372497216,"Changeup","92","135","180",19.96134816597811,19.9613481659781,"-45",2,15,3,0,0,45,"2:15","3:00","-0H 45M"
,"Kelly, Merrill","518876","R","CH","612","88.7","2140","16.5",0.8029406980299245,0.8308281885336436,120.53951319648844,88.2695878161704,"Changeup","83","120","180",32.26992538031804,32.26992538031805,"-60",2,0,3,0,1,0,"2:00","3:00","-1H 00M"
,"Wacha, Michael","608379","R","CH","730","81.6","1524","17.5",0.9168877338434529,0.8414442702723968,117.74554524737576,120.38394040421153,"Changeup","84","120","120",-2.63839515683577,2.638395156835773,"0",2,0,2,0,0,0,"2:00","2:00"," 0H 00M"
,"Martinez, Nick","607259","R","CH","498","80.7","2000","13.7",0.6345260959513142,0.8030880598235953,114.06919044291502,104.3742009800963,"Changeup","80","135","150",9.694989462818711,9.694989462818706,"-15",2,15,2,30,0,15,"2:15","2:30","-0H 15M"
,"Peralta, Wandy","593974","L","CH","385","89","2186","18",0.8420592081575197,0.8476750583362231,231.0118514045896,258.38901157081256,"Changeup","85","615","570",-27.37716016622295,27.377160166222957,"45",10,15,9,30,0,45,"10:15","9:30","+0H 45M"
,"Bielak, Brandon","656232","R","CH","340","87.1","1879","16.3",0.8092714568088268,0.8756359714206257,130.81808243358373,103.73505325053777,"Changeup","88","105","150",27.08302918304595,27.083029183045962,"-45",1,45,2,30,0,45,"1:45","2:30","-0H 45M"
,"Peterson, David","656849","L","CH","357","85.3","1587","17.3",0.920532001435824,0.9506257458414044,237.62844646738003,252.48181372226594,"Changeup","95","600","570",-14.85336725488591,14.853367254885937,"30",10,0,9,30,0,30,"10:00","9:30","+0H 30M"
,"Williams, Devin","642207","R","CH","544","83.8","2683","21.4",0.9046800968645424,0.9054420643676596,81.37248470771596,78.6273852782236,"Changeup","91","195","210",2.745099429492356,2.745099429492351,"-15",3,15,3,30,0,15,"3:15","3:30","-0H 15M"
,"Cabrera, Edward","665795","R","CH","553","92.9","1701","18.7",1.0067962949945466,0.956795557950377,133.07250691025314,111.14723602649376,"Changeup","96","90","135",21.92527088375938,21.925270883759364,"-45",1,30,2,15,0,45,"1:30","2:15","-0H 45M"
,"Valdez, Framber","664285","L","CH","425","90.1","1677","16.9",0.895803537915,0.8508124174526845,228.26508574785726,257.8604321463056,"Changeup","85","630","570",-29.595346398448328,29.59534639844832,"60",10,30,9,30,1,0,"10:30","9:30","+1H 00M"
,"Sánchez, Cristopher","650911","L","CH","474","81.8","1887","18.6",0.8997791071492387,0.9398829936797477,261.2663106256169,281.6445965944389,"Changeup","94","555","510",-20.378285968822013,20.378285968822013,"45",9,15,8,30,0,45,"9:15","8:30","+0H 45M"
,"Montgomery, Jordan","656756","L","CH","663","83.5","1674","15.2",0.7921591812379128,0.9748863711303073,226.82710907815726,219.4331987167499,"Changeup","97","630","645",7.3939103614073645,7.393910361407332,"-15",10,30,10,45,0,15,"10:30","10:45","-0H 15M"
,"Rodriguez, Grayson","680570","R","CH","471","83.9","1851","13.3",0.6507640565288644,0.8391893444025859,99.7574782954554,94.39016178755877,"Changeup","84","165","165",5.367316507896632,5.367316507896627,"0",2,45,2,45,0,0,"2:45","2:45"," 0H 00M"
,"Rodriguez, Eduardo","593958","L","CH","434","85.9","1880","17.6",0.8695243996685419,0.8749167690550266,228.30146172252768,256.2203801642754,"Changeup","87","630","570",-27.918918441747735,27.918918441747717,"60",10,30,9,30,1,0,"10:30","9:30","+1H 00M"
,"McClanahan, Shane","663556","L","CH","466","86.9","1605","18.1",0.9599887120703144,0.9861485480898751,241.20482746085105,253.40120387855183,"Changeup","99","600","570",-12.196376417700776,12.196376417700744,"30",10,0,9,30,0,30,"10:00","9:30","+0H 30M"
,"Sandoval, Patrick","663776","L","CH","663","83","1781","17.5",0.8726725503533698,0.9810171402882827,242.7682936808854,239.0572120833867,"Changeup","98","600","600",3.7110815974986906,3.7110815974986933,"0",10,0,10,0,0,0,"10:00","10:00"," 0H 00M"
,"Lorenzen, Michael","547179","R","CH","508","84.5","2093","18.6",0.8784034475173721,0.9852608733001581,120.43687097305309,115.4115853644352,"Changeup","99","120","135",5.025285608617892,5.025285608617916,"-15",2,0,2,15,0,15,"2:00","2:15","-0H 15M"
,"Peralta, Freddy","642547","R","CH","410","88.6","1708","15.4",0.8141184776828357,0.9371256349844447,120.50822905429115,102.88240209607471,"Changeup","94","120","150",17.625826958216436,17.625826958216436,"-30",2,0,2,30,0,30,"2:00","2:30","-0H 30M"
,"Luzardo, Jesús","666200","L","CH","619","88.3","1968","18",0.8696513297140122,0.9817949354467771,246.81054297592533,252.40219433825106,"Changeup","98","585","570",-5.5916513623257345,5.5916513623257345,"15",9,45,9,30,0,15,"9:45","9:30","+0H 15M"
,"Berríos, José","621244","R","CH","542","84.1","1437","15.4",0.8512996387667064,0.9821633670835983,109.88642590543357,100.7377741631264,"Changeup","98","135","165",9.148651742307166,9.148651742307166,"-30",2,15,2,45,0,30,"2:15","2:45","-0H 30M"
,"Hendricks, Kyle","543294","R","CH","867","80.7","2156","13.8",0.6308866054498197,0.7481054391556659,137.30515667617993,126.28749224997284,"Changeup","75","90","105",11.01766442620709,11.0176644262071,"-15",1,30,1,45,0,15,"1:30","1:45","-0H 15M"
,"Pérez, Martín","527048","L","CH","584","84.1","1679","17.1",0.8828449089091968,0.9938241696211099,235.62401461095592,245.5341253877768,"Changeup","99","615","585",-9.910110776820886,9.91011077682084,"30",10,15,9,45,0,30,"10:15","9:45","+0H 30M"
,"Suárez, Ranger","624133","L","CH","366","82.9","1447","14.9",0.8292752028711823,0.9391438619724838,238.86586072932892,257.1541883095897,"Changeup","94","600","570",-18.288327580260784,18.288327580260813,"30",10,0,9,30,0,30,"10:00","9:30","+0H 30M"
,"Marinaccio, Ron","676760","R","CH","328","82.9","1965","17.4",0.8165645030731663,0.9554161125186198,95.60122458461503,89.28636853469553,"Changeup","96","165","180",6.314856049919499,6.31485604991951,"-15",2,45,3,0,0,15,"2:45","3:00","-0H 15M"
,"Stripling, Ross","548389","R","CH","341","83.7","1690","13.6",0.6952360946369117,0.8880513040647268,141.68908290203942,138.3771556028604,"Changeup","89","75","90",3.3119272991790183,3.3119272991790143,"-15",1,15,1,30,0,15,"1:15","1:30","-0H 15M"
,"Anderson, Tyler","542881","L","CH","809","80","1862","17",0.8172978403544766,0.98605404869971,224.2140435505481,233.5106237142389,"Changeup","99","630","615",-9.296580163690805,9.296580163690782,"15",10,30,10,15,0,15,"10:30","10:15","+0H 15M"
,"Carrasco, Carlos","471911","R","CH","423","87.2","1368","8.9",0.5223076262924653,0.682449816842791,126.33640354819775,87.62075651760318,"Changeup","68","105","180",38.71564703059457,38.715647030594575,"-75",1,45,3,0,1,15,"1:45","3:00","-1H 15M"
,"Germán, Domingo","593334","R","CH","339","85.8","2392","19.9",0.872560265593422,0.8886431909537122,133.18452341516482,114.09449264513144,"Changeup","89","90","135",19.09003077003338,19.090030770033398,"-45",1,30,2,15,0,45,"1:30","2:15","-0H 45M"
,"Canning, Griffin","656288","R","CH","380","90.2","1804","17.6",0.905666433506497,0.8818892753206082,126.89241087845164,100.63517289271525,"Changeup","88","105","165",26.257237985736396,26.2572379857364,"-60",1,45,2,45,1,0,"1:45","2:45","-1H 00M"
,"Alcantara, Sandy","645261","R","CH","723","91.1","1967","17.4",0.8639960511641503,0.9031464765475068,122.80826596848837,97.81706745657797,"Changeup","90","120","165",24.991198511910397,24.991198511910387,"-45",2,0,2,45,0,45,"2:00","2:45","-0H 45M"
,"Richards, Trevor","670950","R","CH","758","82.5","2572","16.5",0.6996511593308384,0.6851925554636461,106.33289832192169,95.16866936164385,"Changeup","69","150","165",11.164228960277839,11.164228960277834,"-15",2,30,2,45,0,15,"2:30","2:45","-0H 15M"
,"Williams, Trevor","592866","R","CH","418","83.3","1687","15.2",0.7834710079616661,0.9018873904172263,116.58244793489503,96.19750485214631,"Changeup","90","120","165",20.38494308274872,20.384943082748702,"-45",2,0,2,45,0,45,"2:00","2:45","-0H 45M"
,"Middleton, Keynan","641871","R","CH","362","87.7","1876","15.8",0.7923770116602281,0.8483494307502575,136.23256741008703,109.94361523056789,"Changeup","85","90","135",26.288952179519143,26.288952179519146,"-45",1,30,2,15,0,45,"1:30","2:15","-0H 45M"
,"Wood, Alex","622072","L","CH","429","85.1","1692","15.9",0.8179722431128347,0.9676136594965381,273.0539693400175,277.77272173869886,"Changeup","97","540","525",-4.718752398681374,4.718752398681373,"15",9,0,8,45,0,15,"9:00","8:45","+0H 15M"
,"Nola, Aaron","605400","R","CH","386","85.9","1558","16.1",0.8764272801569783,0.9925494468819765,110.00239248115047,100.9660634524576,"Changeup","99","135","165",9.036329028692862,9.036329028692862,"-30",2,15,2,45,0,30,"2:15","2:45","-0H 30M"
,"Morgan, Eli","669212","R","CH","373","78.6","2038","17.6",0.8071136915090382,0.9248303959314844,100.7592850244627,96.50199473723202,"Changeup","92","165","165",4.257290287230674,4.2572902872306635,"0",2,45,2,45,0,0,"2:45","2:45"," 0H 00M"
,"Wentz, Joey","666214","L","CH","335","85","2107","19.7",0.9177242696840904,0.9872664215270066,242.9699674805012,241.17557800690648,"Changeup","99","600","600",1.7943894735947197,1.7943894735947337,"0",10,0,10,0,0,0,"10:00","10:00"," 0H 00M"
,"Webb, Logan","657277","R","CH","1238","87.5","1477","13.6",0.7626849184773824,0.8638661577799708,92.60862945827081,61.192003857406476,"Changeup","86","180","240",31.416625600864336,31.41662560086433,"-60",3,0,4,0,1,0,"3:00","4:00","-1H 00M"
,"Miley, Wade","489119","L","CH","451","83.7","1813","17.4",0.8739026940430403,0.8829589860044231,226.02462704835028,249.6980180777448,"Changeup","88","630","585",-23.67339102939451,23.673391029394537,"45",10,30,9,45,0,45,"10:30","9:45","+0H 45M"
,"Gallen, Zac","668678","R","CH","372","86.8","1518","13.8",0.7765330736039526,0.8617451893694709,136.8263979176042,104.18410186695452,"Changeup","86","90","150",32.642296050649676,32.642296050649655,"-60",1,30,2,30,1,0,"1:30","2:30","-1H 00M"
,"Barlow, Scott","605130","R","CU","393","78.6","2599","20.6",0.8635789260111508,0.8730753689190935,303.3350850560979,306.51350109900994,"Curveball","87","480","465",-3.1784160429120334,3.1784160429120436,"15",8,0,7,45,0,15,"8:00","7:45","+0H 15M"
,"Bernardino, Brennan","657514","L","CU","367","77.6","2616","18.2",0.7423785756922059,0.6585286217415527,57.882963559115495,77.72822417123392,"Curveball","66","240","210",-19.845260612118423,19.84526061211842,"30",4,0,3,30,0,30,"4:00","3:30","+0H 30M"
,"Montgomery, Jordan","656756","L","CU","642","80.5","2355","9.3",0.40839848385773947,0.5379542255553378,40.76696442442173,20.336146741361915,"Curveball","54","285","315",20.430817683059814,20.430817683059814,"-30",4,45,5,15,0,30,"4:45","5:15","-0H 30M"
,"Verlander, Justin","434378","R","CU","513","78.2","2715","17.7",0.718389545421282,0.6853148247312335,320.72460541206385,335.5923045490167,"Curveball","69","435","405",-14.867699136952865,14.867699136952933,"30",7,15,6,45,0,30,"7:15","6:45","+0H 30M"
,"Toussaint, Touki","657053","R","CU","459","76.1","2439","20.6",0.8743775300624764,0.8931898809147274,316.57171791807644,321.11545605463823,"Curveball","89","450","435",-4.543738136561785,4.54373813656177,"15",7,30,7,15,0,15,"7:30","7:15","+0H 15M"
,"Taillon, Jameson","592791","R","CU","381","80.5","2726","16.5",0.6826786866014753,0.7151585991758606,314.14029202073186,318.1534508875552,"Curveball","72","450","450",-4.013158866823346,4.013158866823359,"0",7,30,7,30,0,0,"7:30","7:30"," 0H 00M"
,"Germán, Domingo","593334","R","CU","667","82.9","2668","1.9",0.08018033924796801,0.09759756715044508,179.50062460970375,260.7729342230829,"Curveball","10","720","555",-81.27230961337918,81.27230961337916,"165",12,0,9,15,2,45,"12:00","9:15","+2H 45M"
,"Kershaw, Clayton","477132","L","CU","344","73.4","2293","19.5",0.8272059035496736,0.8423712374398954,17.55684126055928,12.059440982979481,"Curveball","84","330","330",5.4974002775798,5.497400277579802,"0",5,30,5,30,0,0,"5:30","5:30"," 0H 00M"
,"Wainwright, Adam","425794","R","CU","526","71.5","2648","24.6",0.9978765089631245,0.9623286129800783,315.0877736164284,314.5754820969662,"Curveball","96","450","450",0.5122915194622237,0.5122915194622244,"0",7,30,7,30,0,0,"7:30","7:30"," 0H 00M"
,"Yarbrough, Ryan","642232","L","CU","355","71.9","2161","15.3",0.6677332233095852,0.7066174218516629,94.13633445916479,104.1009139139025,"Curveball","71","165","150",-9.964579454737716,9.964579454737724,"15",2,45,2,30,0,15,"2:45","2:30","+0H 15M"
,"Suárez, Ranger","624133","L","CU","378","75.8","2175","17.7",0.7791722737918024,0.8729472782124352,47.14711823579475,41.95986015162737,"Curveball","87","270","270",5.187258084167382,5.187258084167387,"0",4,30,4,30,0,0,"4:30","4:30"," 0H 00M"
,"Johnson, Pierce","572955","R","CU","609","85.5","2944","11.2",0.4893258037485959,0.44630300502817405,311.23018871076533,304.1743599187862,"Curveball","45","465","465",7.055828791979138,7.0558287919791445,"0",7,45,7,45,0,0,"7:45","7:45"," 0H 00M"
,"Gore, MacKenzie","669022","L","CU","448","83.2","2310","9.3",0.4164964293958431,0.49665782993037355,21.87705634280192,351.1603236450751,"Curveball","50","315","375",30.716732697726798,30.716732697726847,"-60",5,15,6,15,1,0,"5:15","6:15","-1H 00M"
,"Peralta, Freddy","642547","R","CU","350","77","2177","9.2",0.40622766299405966,0.5600249959065565,303.04901799665697,331.7718066209295,"Curveball","56","480","420",-28.72278862427254,28.722788624272532,"60",8,0,7,0,1,0,"8:00","7:00","+1H 00M"
,"Valdez, Framber","664285","L","CU","692","80.1","2849","19.8",0.7934940797059709,0.7662402121583621,33.7237639053032,28.354654677397974,"Curveball","77","300","300",5.369109227905227,5.369109227905229,"0",5,0,5,0,0,0,"5:00","5:00"," 0H 00M"
,"Cabrera, Edward","665795","R","CU","414","84.6","2597","14.6",0.6230272372941646,0.6470824411607462,322.3603220029219,312.15639878284003,"Curveball","65","435","450",10.20392322008189,10.203923220081863,"-15",7,15,7,30,0,15,"7:15","7:30","-0H 15M"
,"Morton, Charlie","450203","R","CU","1218","82.3","3089","17.5",0.7133221846872766,0.6923542948720556,298.4103558834113,305.1799150280589,"Curveball","69","480","465",-6.769559144647587,6.769559144647552,"15",8,0,7,45,0,15,"8:00","7:45","+0H 15M"
,"Kikuchi, Yusei","579328","L","CU","534","83.1","2536","9.1",0.38920752270719333,0.40188508510486975,57.25910277233609,49.71318166046805,"Curveball","40","240","255",7.54592111186804,7.545921111868042,"-15",4,0,4,15,0,15,"4:00","4:15","-0H 15M"
,"Glasnow, Tyler","607192","R","CU","403","83.9","2726","16.1",0.6659931404800752,0.6999908933081728,345.32914492569887,356.4043095589592,"Curveball","70","390","360",-11.075164633260329,11.075164633260384,"30",6,30,6,0,0,30,"6:30","6:00","+0H 30M"
,"Martinez, Nick","607259","R","CU","336","81.8","2558","18.2",0.7702708730003389,0.7570080067701631,348.4999911072592,358.0779082503572,"Curveball","76","390","360",-9.577917143098034,9.577917143097986,"30",6,30,6,0,0,30,"6:30","6:00","+0H 30M"
,"Mikolas, Miles","571945","R","CU","612","75.8","2494","19.9",0.831977004825108,0.8104893417280299,327.7433851647496,335.60733358967184,"Curveball","81","420","405",-7.863948424922228,7.863948424922216,"15",7,0,6,45,0,15,"7:00","6:45","+0H 15M"
,"Burnes, Corbin","669203","R","CU","523","79.9","2795","17.5",0.7208236518972934,0.7341790465968046,313.79351868342945,320.5875333724481,"Curveball","73","450","435",-6.794014689018638,6.794014689018651,"15",7,30,7,15,0,15,"7:30","7:15","+0H 15M"
,"Bassitt, Chris","605135","R","CU","392","70.6","2270","23.3",0.9693641452206105,0.9478679256601419,320.1407422252869,320.5544096317635,"Curveball","95","435","435",-0.4136674064766339,0.4136674064766184,"0",7,15,7,15,0,0,"7:15","7:15"," 0H 00M"
,"Wheeler, Zack","554430","R","CU","344","81.4","2740","16.4",0.6740839911551861,0.6578446888793206,305.4349958018222,320.47222519732816,"Curveball","66","465","435",-15.03722939550596,15.037229395505934,"30",7,45,7,15,0,30,"7:45","7:15","+0H 30M"
,"García, Yimi","554340","R","CU","362","83.6","2804","13.7",0.5655122614131013,0.5589001925550865,272.79629439846747,286.22638691507905,"Curveball","56","540","510",-13.43009251661158,13.430092516611582,"30",9,0,8,30,0,30,"9:00","8:30","+0H 30M"
,"Detmers, Reid","672282","L","CU","491","74.7","2417","21.8",0.9072781428427698,0.9121018034031638,34.742892018343525,33.43785485356554,"Curveball","91","285","300",1.3050371647779855,1.3050371647779806,"-15",4,45,5,0,0,15,"4:45","5:00","-0H 15M"
,"López, Pablo","641154","R","CU","373","82.5","2656","15.9",0.674699397576526,0.7237446750733418,318.14343838473883,323.58897863834045,"Curveball","72","450","435",-5.445540253601621,5.445540253601596,"15",7,30,7,15,0,15,"7:30","7:15","+0H 15M"
,"Pivetta, Nick","601713","R","CU","585","79.4","2795","22.1",0.8829100158875759,0.8463395575938236,334.00601522745393,337.6826280723748,"Curveball","85","405","405",-3.6766128449208964,3.6766128449209283,"0",6,45,6,45,0,0,"6:45","6:45"," 0H 00M"
,"Bradish, Kyle","680694","R","CU","455","84.8","2615","16.4",0.6969468497356754,0.7426188099452843,333.67679517766237,339.2712757339225,"Curveball","74","420","405",-5.594480556260123,5.59448055626015,"15",7,0,6,45,0,15,"7:00","6:45","+0H 15M"
,"Lyles, Jordan","543475","R","CU","343","79.5","2437","19.6",0.8431463194394022,0.851989937605707,331.9277993754516,339.1441269212689,"Curveball","85","420","405",-7.216327545817251,7.216327545817292,"15",7,0,6,45,0,15,"7:00","6:45","+0H 15M"
,"Oviedo, Johan","670912","R","CU","443","80.9","2388","8.3",0.3637073465354164,0.4731939485150354,266.7157795988873,287.3411753773916,"Curveball","47","540","510",-20.6253957785043,20.625395778504295,"30",9,0,8,30,0,30,"9:00","8:30","+0H 30M"
,"Musgrove, Joe","605397","R","CU","362","81.3","2764","21",0.8568589520137195,0.8260828020360829,316.64540940871143,326.01884477617364,"Curveball","83","450","435",-9.373435367462207,9.373435367462196,"15",7,30,7,15,0,15,"7:30","7:15","+0H 15M"
,"Miller, Bobby","676272","R","CU","359","80.6","2812","19.3",0.7981365767160974,0.7710642270556254,322.4805059579751,329.26198885545944,"Curveball","77","435","420",-6.781482897484352,6.781482897484334,"15",7,15,7,0,0,15,"7:15","7:00","+0H 15M"
,"Civale, Aaron","650644","R","CU","483","78.1","2986","22.2",0.876732820050612,0.7988886523415789,321.3529201701242,329.1022932359134,"Curveball","80","435","420",-7.7493730657892,7.7493730657892055,"15",7,15,7,0,0,15,"7:15","7:00","+0H 15M"
,"Gray, Josiah","680686","R","CU","425","82.1","2381","6.5",0.28746584644013284,0.32497845775411394,307.97060322402626,341.92791861242347,"Curveball","32","465","390",-33.957315388397205,33.957315388397205,"75",7,45,6,30,1,15,"7:45","6:30","+1H 15M"
,"Snell, Blake","605483","L","CU","621","81","2398","18.5",0.7974339595016002,0.7222501662912967,31.184363965638425,45.22763070177635,"Curveball","72","300","270",-14.043266736137923,14.04326673613793,"30",5,0,4,30,0,30,"5:00","4:30","+0H 30M"
,"Eflin, Zach","621107","R","CU","681","79.1","2503","15.7",0.6566205026425955,0.6560223183043362,296.96210768674297,308.8059939108141,"Curveball","66","480","465",-11.843886224071127,11.843886224071115,"15",8,0,7,45,0,15,"8:00","7:45","+0H 15M"
,"Gray, Sonny","543243","R","CU","459","79.6","2646","22.1",0.9197439986737992,0.9121137478924043,332.29923367558695,322.1802985720328,"Curveball","91","420","435",10.118935103554122,10.118935103554147,"-15",7,0,7,15,0,15,"7:00","7:15","-0H 15M"
,"Maton, Phil","664208","R","CU","415","73.8","3156","24.3",0.9214760022018209,0.9715160771744685,310.78801354078007,306.1035007276955,"Curveball","97","465","465",4.684512813084552,4.6845128130845195,"0",7,45,7,45,0,0,"7:45","7:45"," 0H 00M"
,"Irvin, Jake","663623","R","CU","646","80.9","2408","15.1",0.6533235973071859,0.7094512965552783,303.5953401098589,298.8032742055487,"Curveball","71","480","480",4.7920659043102205,4.792065904310221,"0",8,0,8,0,0,0,"8:00","8:00"," 0H 00M"
,"Lange, Alex","656638","R","CU","658","87","2238","5.8",0.2696107416716398,0.27849614698494407,324.49444480601244,8.602826349506898,"Curveball","28","435","345",-44.10838154349449,44.10838154349447,"90",7,15,5,45,1,30,"7:15","5:45","+1H 30M"
